Rodzaj klienta,Kod pocz.,Miasto,Ulica,Nr budynku,Typ pojemnika,Ilość poj.,Kod odpadu,Cykl odbiorów,Nazwa_odpadu,Możliwość łączenia,Kompresja,Typ_pojemnika,Pojemnosc,Typ_wlasciwy,Cykl,Harmonogram,Numer tygodnia,Dni tygodnia,Okres_start,Okres_stop,Suma kontrolna,1Pn,1Wt,1Sr,1Cz,1Pt,1So,2Pn,2Wt,2Sr,2Cz,2Pt,2So,3Pn,3Wt,3Sr,3Cz,3Pt,3So,4Pn,4Wt,4Sr,4Cz,4Pt,4So,Częstotliwość,groups
BRC,05-825,Chrzanów Mały,Chrzanów Mały,29,L-240K,1,200108_200201_200301,2 i 4 czwartek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-240K,108.0,L-240,2 i 4 czwartek,2 razy w miesiącu,"2, 4",Cz,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301
BHC,05-805,Otrębusy,Piaseckiego,12,L-240B,1,200108_200201_200301,2 i 4 czwartek,Odpady kuchenne ulegające biodegradacji,"200201, 200301",0.45,L-240B,108.0,L-240,2 i 4 czwartek,2 razy w miesiącu,"2, 4",Cz,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301
BWB,05-825,Kozery,gen. Gustawa Orlicz-Dreszera,34,L-240K,1,200108_200201_200301,2 i 4 czwartek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-240K,108.0,L-240,2 i 4 czwartek,2 razy w miesiącu,"2, 4",Cz,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301
BRC,05-825,Grodzisk Mazowiecki,Piaskowa,27,L-240K,1,200108_200201_200301,4 czwartek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-240K,108.0,L-240,4 czwartek,1 raz w miesiącu,4,Cz,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301
BHA,05-806,Pęcice,Piachy,28,UP-5.K,1,200108_200201_200301,co tydzień czwartek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,UP-5.K,2250.0,UP-5,co tydzień czwartek,1 raz w tygodniu,"1, 2, 3, 4",Cz,0,0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301
BWC,05-800,Pruszków,al. Wojska Polskiego,30,L-240K,1,200108_200201_200301,wtorek czwartek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-240K,108.0,L-240,wtorek czwartek,2 razy w tygodniu,"1, 2, 3, 4","Wt, Cz",0,0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301
BRC,05-825,Opypy,Piwoniowa,5,L-1100K,1,200108_200201_200301,co tydzień czwartek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,co tydzień czwartek,1 raz w tygodniu,"1, 2, 3, 4",Cz,0,0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301
BWC,00-252,Warszawa,Górczewska,8,L-1100K,1,200108_200201_200301,2 i 4 czwartek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,2 i 4 czwartek,2 razy w miesiącu,"2, 4",Cz,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301
BRC,05-825,Kozery,Gruntowa,13,L-1100K,1,200108_200201_200301,2 i 4 czwartek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-1100K,495.0,L-1100,2 i 4 czwartek,2 razy w miesiącu,"2, 4",Cz,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301
BHA,05-840,Brwinów,Świętego Tomasza,18,"UP-2,5K",1,200108_200201_200301,2 i 4 czwartek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,"UP-2,5K",1125.0,UP-2.5,2 i 4 czwartek,2 razy w miesiącu,"2, 4",Cz,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301
BRC,05-825,Grodzisk Mazowiecki,Grunwaldzka,19,L-120K,1,200108_200201_200301,2 i 4 czwartek,Niesegregowane (zmieszane) odpady komunalne,"200201, 200108",0.45,L-120K,54.0,L-120,2 i 4 czwartek,2 razy w miesiącu,"2, 4",Cz,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4Cz,4Cz_B_200108_200201_200301
